2022-06-23 00:54:20 startup archives unpack
2022-06-23 00:55:18 install libxt-dev:amd64 <none> 1:1.1.5-1
2022-06-23 00:55:18 status half-installed libxt-dev:amd64 1:1.1.5-1
2022-06-23 00:55:18 status unpacked libxt-dev:amd64 1:1.1.5-1
2022-06-23 00:55:18 status unpacked libxt-dev:amd64 1:1.1.5-1
2022-06-23 00:55:18 install libmagickcore-6.q16-dev:amd64 <none> 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:18 status half-installed libmagickcore-6.q16-dev:amd64 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:19 status unpacked libmagickcore-6.q16-dev:amd64 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:19 status unpacked libmagickcore-6.q16-dev:amd64 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:19 install libmagickcore-dev:all <none> 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:19 status half-installed libmagickcore-dev:all 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:19 status unpacked libmagickcore-dev:all 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:19 status unpacked libmagickcore-dev:all 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:19 install libmagickwand-6-headers:all <none> 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:19 status half-installed libmagickwand-6-headers:all 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:19 status unpacked libmagickwand-6-headers:all 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:19 status unpacked libmagickwand-6-headers:all 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:19 install libmagickwand-6.q16-dev:amd64 <none> 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:19 status half-installed libmagickwand-6.q16-dev:amd64 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:19 status unpacked libmagickwand-6.q16-dev:amd64 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:19 status unpacked libmagickwand-6.q16-dev:amd64 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:19 install libmagickwand-dev:all <none> 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:19 status half-installed libmagickwand-dev:all 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:19 status unpacked libmagickwand-dev:all 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:19 status unpacked libmagickwand-dev:all 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:19 install bzip2:amd64 <none> 1.0.6-8.1
2022-06-23 00:55:19 status half-installed bzip2:amd64 1.0.6-8.1
2022-06-23 00:55:19 status unpacked bzip2:amd64 1.0.6-8.1
2022-06-23 00:55:19 status unpacked bzip2:amd64 1.0.6-8.1
2022-06-23 00:55:19 install libmagic-mgc:amd64 <none> 1:5.30-1+deb9u3
2022-06-23 00:55:19 status half-installed libmagic-mgc:amd64 1:5.30-1+deb9u3
2022-06-23 00:55:19 status unpacked libmagic-mgc:amd64 1:5.30-1+deb9u3
2022-06-23 00:55:19 status unpacked libmagic-mgc:amd64 1:5.30-1+deb9u3
2022-06-23 00:55:19 install libmagic1:amd64 <none> 1:5.30-1+deb9u3
2022-06-23 00:55:19 status half-installed libmagic1:amd64 1:5.30-1+deb9u3
2022-06-23 00:55:19 status unpacked libmagic1:amd64 1:5.30-1+deb9u3
2022-06-23 00:55:19 status unpacked libmagic1:amd64 1:5.30-1+deb9u3
2022-06-23 00:55:19 install file:amd64 <none> 1:5.30-1+deb9u3
2022-06-23 00:55:19 status half-installed file:amd64 1:5.30-1+deb9u3
2022-06-23 00:55:19 status unpacked file:amd64 1:5.30-1+deb9u3
2022-06-23 00:55:19 status unpacked file:amd64 1:5.30-1+deb9u3
2022-06-23 00:55:19 install libevent-2.0-5:amd64 <none> 2.0.21-stable-3
2022-06-23 00:55:19 status half-installed libevent-2.0-5:amd64 2.0.21-stable-3
2022-06-23 00:55:19 status unpacked libevent-2.0-5:amd64 2.0.21-stable-3
2022-06-23 00:55:19 status unpacked libevent-2.0-5:amd64 2.0.21-stable-3
2022-06-23 00:55:19 install libgssrpc4:amd64 <none> 1.15-1+deb9u3
2022-06-23 00:55:19 status half-installed libgssrpc4:amd64 1.15-1+deb9u3
2022-06-23 00:55:19 status unpacked libgssrpc4:amd64 1.15-1+deb9u3
2022-06-23 00:55:19 status unpacked libgssrpc4:amd64 1.15-1+deb9u3
2022-06-23 00:55:19 install libkadm5clnt-mit11:amd64 <none> 1.15-1+deb9u3
2022-06-23 00:55:19 status half-installed libkadm5clnt-mit11:amd64 1.15-1+deb9u3
2022-06-23 00:55:19 status unpacked libkadm5clnt-mit11:amd64 1.15-1+deb9u3
2022-06-23 00:55:19 status unpacked libkadm5clnt-mit11:amd64 1.15-1+deb9u3
2022-06-23 00:55:19 install libkdb5-8:amd64 <none> 1.15-1+deb9u3
2022-06-23 00:55:19 status half-installed libkdb5-8:amd64 1.15-1+deb9u3
2022-06-23 00:55:19 status unpacked libkdb5-8:amd64 1.15-1+deb9u3
2022-06-23 00:55:19 status unpacked libkdb5-8:amd64 1.15-1+deb9u3
2022-06-23 00:55:19 install libkadm5srv-mit11:amd64 <none> 1.15-1+deb9u3
2022-06-23 00:55:19 status half-installed libkadm5srv-mit11:amd64 1.15-1+deb9u3
2022-06-23 00:55:19 status unpacked libkadm5srv-mit11:amd64 1.15-1+deb9u3
2022-06-23 00:55:19 status unpacked libkadm5srv-mit11:amd64 1.15-1+deb9u3
2022-06-23 00:55:19 install xz-utils:amd64 <none> 5.2.2-1.2+deb9u1
2022-06-23 00:55:19 status half-installed xz-utils:amd64 5.2.2-1.2+deb9u1
2022-06-23 00:55:19 status unpacked xz-utils:amd64 5.2.2-1.2+deb9u1
2022-06-23 00:55:19 status unpacked xz-utils:amd64 5.2.2-1.2+deb9u1
2022-06-23 00:55:19 install libsigsegv2:amd64 <none> 2.10-5
2022-06-23 00:55:19 status half-installed libsigsegv2:amd64 2.10-5
2022-06-23 00:55:19 status unpacked libsigsegv2:amd64 2.10-5
2022-06-23 00:55:19 status unpacked libsigsegv2:amd64 2.10-5
2022-06-23 00:55:19 install m4:amd64 <none> 1.4.18-1
2022-06-23 00:55:19 status half-installed m4:amd64 1.4.18-1
2022-06-23 00:55:19 status unpacked m4:amd64 1.4.18-1
2022-06-23 00:55:19 status unpacked m4:amd64 1.4.18-1
2022-06-23 00:55:19 install autoconf:all <none> 2.69-10
2022-06-23 00:55:19 status half-installed autoconf:all 2.69-10
2022-06-23 00:55:19 status unpacked autoconf:all 2.69-10
2022-06-23 00:55:19 status unpacked autoconf:all 2.69-10
2022-06-23 00:55:19 install autotools-dev:all <none> 20161112.1
2022-06-23 00:55:19 status half-installed autotools-dev:all 20161112.1
2022-06-23 00:55:19 status unpacked autotools-dev:all 20161112.1
2022-06-23 00:55:19 status unpacked autotools-dev:all 20161112.1
2022-06-23 00:55:19 install automake:all <none> 1:1.15-6
2022-06-23 00:55:19 status half-installed automake:all 1:1.15-6
2022-06-23 00:55:20 status unpacked automake:all 1:1.15-6
2022-06-23 00:55:20 status unpacked automake:all 1:1.15-6
2022-06-23 00:55:20 install binutils:amd64 <none> 2.28-5
2022-06-23 00:55:20 status half-installed binutils:amd64 2.28-5
2022-06-23 00:55:20 status unpacked binutils:amd64 2.28-5
2022-06-23 00:55:20 status unpacked binutils:amd64 2.28-5
2022-06-23 00:55:20 install libisl15:amd64 <none> 0.18-1
2022-06-23 00:55:20 status half-installed libisl15:amd64 0.18-1
2022-06-23 00:55:20 status unpacked libisl15:amd64 0.18-1
2022-06-23 00:55:20 status unpacked libisl15:amd64 0.18-1
2022-06-23 00:55:20 install libmpfr4:amd64 <none> 3.1.5-1
2022-06-23 00:55:20 status half-installed libmpfr4:amd64 3.1.5-1
2022-06-23 00:55:20 status unpacked libmpfr4:amd64 3.1.5-1
2022-06-23 00:55:20 status unpacked libmpfr4:amd64 3.1.5-1
2022-06-23 00:55:20 install libmpc3:amd64 <none> 1.0.3-1+b2
2022-06-23 00:55:20 status half-installed libmpc3:amd64 1.0.3-1+b2
2022-06-23 00:55:20 status unpacked libmpc3:amd64 1.0.3-1+b2
2022-06-23 00:55:20 status unpacked libmpc3:amd64 1.0.3-1+b2
2022-06-23 00:55:20 install cpp-6:amd64 <none> 6.3.0-18+deb9u1
2022-06-23 00:55:20 status half-installed cpp-6:amd64 6.3.0-18+deb9u1
2022-06-23 00:55:21 status unpacked cpp-6:amd64 6.3.0-18+deb9u1
2022-06-23 00:55:21 status unpacked cpp-6:amd64 6.3.0-18+deb9u1
2022-06-23 00:55:21 install cpp:amd64 <none> 4:6.3.0-4
2022-06-23 00:55:21 status half-installed cpp:amd64 4:6.3.0-4
2022-06-23 00:55:21 status unpacked cpp:amd64 4:6.3.0-4
2022-06-23 00:55:21 status unpacked cpp:amd64 4:6.3.0-4
2022-06-23 00:55:21 install mysql-common:all <none> 5.8+1.0.2
2022-06-23 00:55:21 status half-installed mysql-common:all 5.8+1.0.2
2022-06-23 00:55:21 status unpacked mysql-common:all 5.8+1.0.2
2022-06-23 00:55:21 status unpacked mysql-common:all 5.8+1.0.2
2022-06-23 00:55:21 install libmariadbclient18:amd64 <none> 10.1.48-0+deb9u2
2022-06-23 00:55:21 status half-installed libmariadbclient18:amd64 10.1.48-0+deb9u2
2022-06-23 00:55:21 status unpacked libmariadbclient18:amd64 10.1.48-0+deb9u2
2022-06-23 00:55:21 status unpacked libmariadbclient18:amd64 10.1.48-0+deb9u2
2022-06-23 00:55:21 install libmariadbclient-dev:amd64 <none> 10.1.48-0+deb9u2
2022-06-23 00:55:21 status half-installed libmariadbclient-dev:amd64 10.1.48-0+deb9u2
2022-06-23 00:55:21 status unpacked libmariadbclient-dev:amd64 10.1.48-0+deb9u2
2022-06-23 00:55:21 status unpacked libmariadbclient-dev:amd64 10.1.48-0+deb9u2
2022-06-23 00:55:21 install libmariadbclient-dev-compat:amd64 <none> 10.1.48-0+deb9u2
2022-06-23 00:55:21 status half-installed libmariadbclient-dev-compat:amd64 10.1.48-0+deb9u2
2022-06-23 00:55:21 status unpacked libmariadbclient-dev-compat:amd64 10.1.48-0+deb9u2
2022-06-23 00:55:21 status unpacked libmariadbclient-dev-compat:amd64 10.1.48-0+deb9u2
2022-06-23 00:55:21 install default-libmysqlclient-dev:amd64 <none> 1.0.2
2022-06-23 00:55:21 status half-installed default-libmysqlclient-dev:amd64 1.0.2
2022-06-23 00:55:21 status unpacked default-libmysqlclient-dev:amd64 1.0.2
2022-06-23 00:55:21 status unpacked default-libmysqlclient-dev:amd64 1.0.2
2022-06-23 00:55:21 install patch:amd64 <none> 2.7.5-1+deb9u2
2022-06-23 00:55:21 status half-installed patch:amd64 2.7.5-1+deb9u2
2022-06-23 00:55:21 status unpacked patch:amd64 2.7.5-1+deb9u2
2022-06-23 00:55:21 status unpacked patch:amd64 2.7.5-1+deb9u2
2022-06-23 00:55:21 install make:amd64 <none> 4.1-9.1
2022-06-23 00:55:21 status half-installed make:amd64 4.1-9.1
2022-06-23 00:55:21 status unpacked make:amd64 4.1-9.1
2022-06-23 00:55:21 status unpacked make:amd64 4.1-9.1
2022-06-23 00:55:21 install dpkg-dev:all <none> 1.18.26
2022-06-23 00:55:21 status half-installed dpkg-dev:all 1.18.26
2022-06-23 00:55:21 status unpacked dpkg-dev:all 1.18.26
2022-06-23 00:55:21 status unpacked dpkg-dev:all 1.18.26
2022-06-23 00:55:21 install libcc1-0:amd64 <none> 6.3.0-18+deb9u1
2022-06-23 00:55:21 status half-installed libcc1-0:amd64 6.3.0-18+deb9u1
2022-06-23 00:55:21 status unpacked libcc1-0:amd64 6.3.0-18+deb9u1
2022-06-23 00:55:21 status unpacked libcc1-0:amd64 6.3.0-18+deb9u1
2022-06-23 00:55:21 install gcc-6:amd64 <none> 6.3.0-18+deb9u1
2022-06-23 00:55:21 status half-installed gcc-6:amd64 6.3.0-18+deb9u1
2022-06-23 00:55:22 status unpacked gcc-6:amd64 6.3.0-18+deb9u1
2022-06-23 00:55:22 status unpacked gcc-6:amd64 6.3.0-18+deb9u1
2022-06-23 00:55:22 install gcc:amd64 <none> 4:6.3.0-4
2022-06-23 00:55:22 status half-installed gcc:amd64 4:6.3.0-4
2022-06-23 00:55:22 status unpacked gcc:amd64 4:6.3.0-4
2022-06-23 00:55:22 status unpacked gcc:amd64 4:6.3.0-4
2022-06-23 00:55:22 install g++-6:amd64 <none> 6.3.0-18+deb9u1
2022-06-23 00:55:22 status half-installed g++-6:amd64 6.3.0-18+deb9u1
2022-06-23 00:55:23 status unpacked g++-6:amd64 6.3.0-18+deb9u1
2022-06-23 00:55:23 status unpacked g++-6:amd64 6.3.0-18+deb9u1
2022-06-23 00:55:23 install g++:amd64 <none> 4:6.3.0-4
2022-06-23 00:55:23 status half-installed g++:amd64 4:6.3.0-4
2022-06-23 00:55:23 status unpacked g++:amd64 4:6.3.0-4
2022-06-23 00:55:23 status unpacked g++:amd64 4:6.3.0-4
2022-06-23 00:55:23 install imagemagick-6.q16:amd64 <none> 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:23 status half-installed imagemagick-6.q16:amd64 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:23 status triggers-pending mime-support:all 3.60
2022-06-23 00:55:23 status unpacked imagemagick-6.q16:amd64 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:23 status unpacked imagemagick-6.q16:amd64 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:23 install imagemagick:amd64 <none> 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:23 status half-installed imagemagick:amd64 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:23 status unpacked imagemagick:amd64 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:23 status unpacked imagemagick:amd64 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:23 install comerr-dev:amd64 <none> 2.1-1.43.4-2+deb9u2
2022-06-23 00:55:23 status half-installed comerr-dev:amd64 2.1-1.43.4-2+deb9u2
2022-06-23 00:55:23 status unpacked comerr-dev:amd64 2.1-1.43.4-2+deb9u2
2022-06-23 00:55:23 status unpacked comerr-dev:amd64 2.1-1.43.4-2+deb9u2
2022-06-23 00:55:23 install krb5-multidev:amd64 <none> 1.15-1+deb9u3
2022-06-23 00:55:23 status half-installed krb5-multidev:amd64 1.15-1+deb9u3
2022-06-23 00:55:23 status unpacked krb5-multidev:amd64 1.15-1+deb9u3
2022-06-23 00:55:23 status unpacked krb5-multidev:amd64 1.15-1+deb9u3
2022-06-23 00:55:23 install libcurl4-openssl-dev:amd64 <none> 7.52.1-5+deb9u16
2022-06-23 00:55:23 status half-installed libcurl4-openssl-dev:amd64 7.52.1-5+deb9u16
2022-06-23 00:55:23 status unpacked libcurl4-openssl-dev:amd64 7.52.1-5+deb9u16
2022-06-23 00:55:23 status unpacked libcurl4-openssl-dev:amd64 7.52.1-5+deb9u16
2022-06-23 00:55:23 install libevent-core-2.0-5:amd64 <none> 2.0.21-stable-3
2022-06-23 00:55:23 status half-installed libevent-core-2.0-5:amd64 2.0.21-stable-3
2022-06-23 00:55:23 status unpacked libevent-core-2.0-5:amd64 2.0.21-stable-3
2022-06-23 00:55:23 status unpacked libevent-core-2.0-5:amd64 2.0.21-stable-3
2022-06-23 00:55:23 install libevent-extra-2.0-5:amd64 <none> 2.0.21-stable-3
2022-06-23 00:55:23 status half-installed libevent-extra-2.0-5:amd64 2.0.21-stable-3
2022-06-23 00:55:23 status unpacked libevent-extra-2.0-5:amd64 2.0.21-stable-3
2022-06-23 00:55:23 status unpacked libevent-extra-2.0-5:amd64 2.0.21-stable-3
2022-06-23 00:55:23 install libevent-pthreads-2.0-5:amd64 <none> 2.0.21-stable-3
2022-06-23 00:55:23 status half-installed libevent-pthreads-2.0-5:amd64 2.0.21-stable-3
2022-06-23 00:55:23 status unpacked libevent-pthreads-2.0-5:amd64 2.0.21-stable-3
2022-06-23 00:55:23 status unpacked libevent-pthreads-2.0-5:amd64 2.0.21-stable-3
2022-06-23 00:55:23 install libevent-openssl-2.0-5:amd64 <none> 2.0.21-stable-3
2022-06-23 00:55:23 status half-installed libevent-openssl-2.0-5:amd64 2.0.21-stable-3
2022-06-23 00:55:23 status unpacked libevent-openssl-2.0-5:amd64 2.0.21-stable-3
2022-06-23 00:55:23 status unpacked libevent-openssl-2.0-5:amd64 2.0.21-stable-3
2022-06-23 00:55:23 install libevent-dev:amd64 <none> 2.0.21-stable-3
2022-06-23 00:55:23 status half-installed libevent-dev:amd64 2.0.21-stable-3
2022-06-23 00:55:23 status unpacked libevent-dev:amd64 2.0.21-stable-3
2022-06-23 00:55:23 status unpacked libevent-dev:amd64 2.0.21-stable-3
2022-06-23 00:55:23 install libffi-dev:amd64 <none> 3.2.1-6
2022-06-23 00:55:23 status half-installed libffi-dev:amd64 3.2.1-6
2022-06-23 00:55:23 status unpacked libffi-dev:amd64 3.2.1-6
2022-06-23 00:55:23 status unpacked libffi-dev:amd64 3.2.1-6
2022-06-23 00:55:23 install libgdbm-dev:amd64 <none> 1.8.3-14
2022-06-23 00:55:23 status half-installed libgdbm-dev:amd64 1.8.3-14
2022-06-23 00:55:23 status unpacked libgdbm-dev:amd64 1.8.3-14
2022-06-23 00:55:23 status unpacked libgdbm-dev:amd64 1.8.3-14
2022-06-23 00:55:23 install libgmpxx4ldbl:amd64 <none> 2:6.1.2+dfsg-1+deb9u1
2022-06-23 00:55:23 status half-installed libgmpxx4ldbl:amd64 2:6.1.2+dfsg-1+deb9u1
2022-06-23 00:55:23 status unpacked libgmpxx4ldbl:amd64 2:6.1.2+dfsg-1+deb9u1
2022-06-23 00:55:23 status unpacked libgmpxx4ldbl:amd64 2:6.1.2+dfsg-1+deb9u1
2022-06-23 00:55:23 install libgmp-dev:amd64 <none> 2:6.1.2+dfsg-1+deb9u1
2022-06-23 00:55:23 status half-installed libgmp-dev:amd64 2:6.1.2+dfsg-1+deb9u1
2022-06-23 00:55:23 status unpacked libgmp-dev:amd64 2:6.1.2+dfsg-1+deb9u1
2022-06-23 00:55:23 status unpacked libgmp-dev:amd64 2:6.1.2+dfsg-1+deb9u1
2022-06-23 00:55:23 install libmaxminddb0:amd64 <none> 1.2.0-1+deb9u1
2022-06-23 00:55:23 status half-installed libmaxminddb0:amd64 1.2.0-1+deb9u1
2022-06-23 00:55:23 status unpacked libmaxminddb0:amd64 1.2.0-1+deb9u1
2022-06-23 00:55:23 status unpacked libmaxminddb0:amd64 1.2.0-1+deb9u1
2022-06-23 00:55:23 install libmaxminddb-dev:amd64 <none> 1.2.0-1+deb9u1
2022-06-23 00:55:23 status half-installed libmaxminddb-dev:amd64 1.2.0-1+deb9u1
2022-06-23 00:55:23 status unpacked libmaxminddb-dev:amd64 1.2.0-1+deb9u1
2022-06-23 00:55:23 status unpacked libmaxminddb-dev:amd64 1.2.0-1+deb9u1
2022-06-23 00:55:23 install libtinfo-dev:amd64 <none> 6.0+20161126-1+deb9u2
2022-06-23 00:55:23 status half-installed libtinfo-dev:amd64 6.0+20161126-1+deb9u2
2022-06-23 00:55:23 status unpacked libtinfo-dev:amd64 6.0+20161126-1+deb9u2
2022-06-23 00:55:23 status unpacked libtinfo-dev:amd64 6.0+20161126-1+deb9u2
2022-06-23 00:55:23 install libncurses5-dev:amd64 <none> 6.0+20161126-1+deb9u2
2022-06-23 00:55:23 status half-installed libncurses5-dev:amd64 6.0+20161126-1+deb9u2
2022-06-23 00:55:24 status unpacked libncurses5-dev:amd64 6.0+20161126-1+deb9u2
2022-06-23 00:55:24 status unpacked libncurses5-dev:amd64 6.0+20161126-1+deb9u2
2022-06-23 00:55:24 install libncursesw5-dev:amd64 <none> 6.0+20161126-1+deb9u2
2022-06-23 00:55:24 status half-installed libncursesw5-dev:amd64 6.0+20161126-1+deb9u2
2022-06-23 00:55:24 status unpacked libncursesw5-dev:amd64 6.0+20161126-1+deb9u2
2022-06-23 00:55:24 status unpacked libncursesw5-dev:amd64 6.0+20161126-1+deb9u2
2022-06-23 00:55:24 install libpq5:amd64 <none> 9.6.24-0+deb9u1
2022-06-23 00:55:24 status half-installed libpq5:amd64 9.6.24-0+deb9u1
2022-06-23 00:55:24 status unpacked libpq5:amd64 9.6.24-0+deb9u1
2022-06-23 00:55:24 status unpacked libpq5:amd64 9.6.24-0+deb9u1
2022-06-23 00:55:24 install libpq-dev:amd64 <none> 9.6.24-0+deb9u1
2022-06-23 00:55:24 status half-installed libpq-dev:amd64 9.6.24-0+deb9u1
2022-06-23 00:55:24 status unpacked libpq-dev:amd64 9.6.24-0+deb9u1
2022-06-23 00:55:24 status unpacked libpq-dev:amd64 9.6.24-0+deb9u1
2022-06-23 00:55:24 install libreadline-dev:amd64 <none> 7.0-3
2022-06-23 00:55:24 status half-installed libreadline-dev:amd64 7.0-3
2022-06-23 00:55:24 status unpacked libreadline-dev:amd64 7.0-3
2022-06-23 00:55:24 status unpacked libreadline-dev:amd64 7.0-3
2022-06-23 00:55:24 install libsqlite3-dev:amd64 <none> 3.16.2-5+deb9u3
2022-06-23 00:55:24 status half-installed libsqlite3-dev:amd64 3.16.2-5+deb9u3
2022-06-23 00:55:24 status unpacked libsqlite3-dev:amd64 3.16.2-5+deb9u3
2022-06-23 00:55:24 status unpacked libsqlite3-dev:amd64 3.16.2-5+deb9u3
2022-06-23 00:55:24 install libssl-dev:amd64 <none> 1.1.0l-1~deb9u6
2022-06-23 00:55:24 status half-installed libssl-dev:amd64 1.1.0l-1~deb9u6
2022-06-23 00:55:24 status unpacked libssl-dev:amd64 1.1.0l-1~deb9u6
2022-06-23 00:55:24 status unpacked libssl-dev:amd64 1.1.0l-1~deb9u6
2022-06-23 00:55:24 install libtool:all <none> 2.4.6-2
2022-06-23 00:55:24 status half-installed libtool:all 2.4.6-2
2022-06-23 00:55:24 status unpacked libtool:all 2.4.6-2
2022-06-23 00:55:24 status unpacked libtool:all 2.4.6-2
2022-06-23 00:55:24 install libwebpdemux2:amd64 <none> 0.5.2-1+deb9u1
2022-06-23 00:55:24 status half-installed libwebpdemux2:amd64 0.5.2-1+deb9u1
2022-06-23 00:55:24 status unpacked libwebpdemux2:amd64 0.5.2-1+deb9u1
2022-06-23 00:55:24 status unpacked libwebpdemux2:amd64 0.5.2-1+deb9u1
2022-06-23 00:55:24 install libwebpmux2:amd64 <none> 0.5.2-1+deb9u1
2022-06-23 00:55:24 status half-installed libwebpmux2:amd64 0.5.2-1+deb9u1
2022-06-23 00:55:24 status unpacked libwebpmux2:amd64 0.5.2-1+deb9u1
2022-06-23 00:55:24 status unpacked libwebpmux2:amd64 0.5.2-1+deb9u1
2022-06-23 00:55:24 install libxslt1.1:amd64 <none> 1.1.29-2.1+deb9u2
2022-06-23 00:55:24 status half-installed libxslt1.1:amd64 1.1.29-2.1+deb9u2
2022-06-23 00:55:24 status unpacked libxslt1.1:amd64 1.1.29-2.1+deb9u2
2022-06-23 00:55:24 status unpacked libxslt1.1:amd64 1.1.29-2.1+deb9u2
2022-06-23 00:55:24 install libxslt1-dev:amd64 <none> 1.1.29-2.1+deb9u2
2022-06-23 00:55:24 status half-installed libxslt1-dev:amd64 1.1.29-2.1+deb9u2
2022-06-23 00:55:24 status unpacked libxslt1-dev:amd64 1.1.29-2.1+deb9u2
2022-06-23 00:55:24 status unpacked libxslt1-dev:amd64 1.1.29-2.1+deb9u2
2022-06-23 00:55:24 install libyaml-0-2:amd64 <none> 0.1.7-2
2022-06-23 00:55:24 status half-installed libyaml-0-2:amd64 0.1.7-2
2022-06-23 00:55:24 status unpacked libyaml-0-2:amd64 0.1.7-2
2022-06-23 00:55:24 status unpacked libyaml-0-2:amd64 0.1.7-2
2022-06-23 00:55:24 install libyaml-dev:amd64 <none> 0.1.7-2
2022-06-23 00:55:24 status half-installed libyaml-dev:amd64 0.1.7-2
2022-06-23 00:55:24 status unpacked libyaml-dev:amd64 0.1.7-2
2022-06-23 00:55:24 status unpacked libyaml-dev:amd64 0.1.7-2
2022-06-23 00:55:24 install unzip:amd64 <none> 6.0-21+deb9u2
2022-06-23 00:55:24 status half-installed unzip:amd64 6.0-21+deb9u2
2022-06-23 00:55:24 status unpacked unzip:amd64 6.0-21+deb9u2
2022-06-23 00:55:24 status unpacked unzip:amd64 6.0-21+deb9u2
2022-06-23 00:55:24 install libdb5.3-dev:amd64 <none> 5.3.28-12+deb9u1
2022-06-23 00:55:24 status half-installed libdb5.3-dev:amd64 5.3.28-12+deb9u1
2022-06-23 00:55:24 status unpacked libdb5.3-dev:amd64 5.3.28-12+deb9u1
2022-06-23 00:55:24 status unpacked libdb5.3-dev:amd64 5.3.28-12+deb9u1
2022-06-23 00:55:24 install libdb-dev:amd64 <none> 5.3.1
2022-06-23 00:55:24 status half-installed libdb-dev:amd64 5.3.1
2022-06-23 00:55:25 status unpacked libdb-dev:amd64 5.3.1
2022-06-23 00:55:25 status unpacked libdb-dev:amd64 5.3.1
2022-06-23 00:55:25 install libkrb5-dev:amd64 <none> 1.15-1+deb9u3
2022-06-23 00:55:25 status half-installed libkrb5-dev:amd64 1.15-1+deb9u3
2022-06-23 00:55:25 status unpacked libkrb5-dev:amd64 1.15-1+deb9u3
2022-06-23 00:55:25 status unpacked libkrb5-dev:amd64 1.15-1+deb9u3
2022-06-23 00:55:25 install libwebp-dev:amd64 <none> 0.5.2-1+deb9u1
2022-06-23 00:55:25 status half-installed libwebp-dev:amd64 0.5.2-1+deb9u1
2022-06-23 00:55:25 status unpacked libwebp-dev:amd64 0.5.2-1+deb9u1
2022-06-23 00:55:25 status unpacked libwebp-dev:amd64 0.5.2-1+deb9u1
2022-06-23 00:55:25 startup packages configure
2022-06-23 00:55:25 configure libquadmath0:amd64 6.3.0-18+deb9u1 <none>
2022-06-23 00:55:25 status unpacked libquadmath0:amd64 6.3.0-18+deb9u1
2022-06-23 00:55:25 status half-configured libquadmath0:amd64 6.3.0-18+deb9u1
2022-06-23 00:55:25 status installed libquadmath0:amd64 6.3.0-18+deb9u1
2022-06-23 00:55:25 configure libgomp1:amd64 6.3.0-18+deb9u1 <none>
2022-06-23 00:55:25 status unpacked libgomp1:amd64 6.3.0-18+deb9u1
2022-06-23 00:55:25 status half-configured libgomp1:amd64 6.3.0-18+deb9u1
2022-06-23 00:55:25 status installed libgomp1:amd64 6.3.0-18+deb9u1
2022-06-23 00:55:25 configure libjs-jquery:all 3.1.1-2+deb9u2 <none>
2022-06-23 00:55:25 status unpacked libjs-jquery:all 3.1.1-2+deb9u2
2022-06-23 00:55:25 status half-configured libjs-jquery:all 3.1.1-2+deb9u2
2022-06-23 00:55:25 status installed libjs-jquery:all 3.1.1-2+deb9u2
2022-06-23 00:55:25 configure libatomic1:amd64 6.3.0-18+deb9u1 <none>
2022-06-23 00:55:25 status unpacked libatomic1:amd64 6.3.0-18+deb9u1
2022-06-23 00:55:25 status half-configured libatomic1:amd64 6.3.0-18+deb9u1
2022-06-23 00:55:25 status installed libatomic1:amd64 6.3.0-18+deb9u1
2022-06-23 00:55:25 configure imagemagick-6-common:all 8:6.9.7.4+dfsg-11+deb9u14 <none>
2022-06-23 00:55:25 status unpacked imagemagick-6-common:all 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:25 status unpacked imagemagick-6-common:all 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:25 status unpacked imagemagick-6-common:all 8:6.9.7.4+dfsg-11+deb9u14
2022-06-23 00:55:25 status unpacked imagemagick-6-common:all 8:6.9.7.4+dfsg-11+deb9u14
